series,selector,value,signal,pad,peripheral,role,#,confidence,basis
CH32V004,afio-tim2-remap,0,TIM2_CH3,PC0,TIM2,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V004,afio-tim2-remap,0,TIM2_CH4,PD7,TIM2,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V004,afio-tim2-remap,1,TIM2_CH1_ETR,PC1,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,1,TIM2_CH2,PD3,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,1,TIM2_CH3,PC0,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,1,TIM2_CH4,PD7,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,2,TIM2_CH1_ETR,PC5,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,2,TIM2_CH2,PC2,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,2,TIM2_CH3,PD2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,2,TIM2_CH4,PC1,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,3,TIM2_CH1_ETR,PC1,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,3,TIM2_CH2,PC7,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,3,TIM2_CH3,PD6,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,3,TIM2_CH4,PD5,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,4,TIM2_CH1_ETR,PC0,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,4,TIM2_CH2,PC1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,4,TIM2_CH3,PC3,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,5,TIM2_CH2,PA1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,5,TIM2_CH3,PA2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,6,TIM2_CH2,PA1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,6,TIM2_CH3,PA2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,7,TIM2_CH1_ETR,PD3,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,7,TIM2_CH2,PD4,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-tim2-remap,7,TIM2_CH3,PA2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,0,USART1_CTS,PD3,USART1,CTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V004,afio-usart1-remap,0,USART1_RTS,PC2,USART1,RTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V004,afio-usart1-remap,0,USART1_RX,PD6,USART1,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V004,afio-usart1-remap,0,USART1_TX,PD5,USART1,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V004,afio-usart1-remap,1,USART1_CTS,PC6,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,1,USART1_RTS,PC7,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,1,USART1_RX,PD5,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,1,USART1_TX,PD6,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,2,USART1_CTS,PC3,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,2,USART1_RTS,PC2,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,2,USART1_RX,PD1,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,2,USART1_TX,PD0,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,3,USART1_CTS,PC6,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,3,USART1_RTS,PC7,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,3,USART1_RX,PC1,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,3,USART1_TX,PC0,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,4,USART1_CTS,PD7,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,4,USART1_TX,PD1,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,5,USART1_CTS,PD7,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,5,USART1_RX,PD1,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,6,USART1_CTS,PC7,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,6,USART1_RX,PC6,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,6,USART1_TX,PC5,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,7,USART1_CTS,PC7,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,8,USART1_CTS,PD2,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,8,USART1_RTS,PD3,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,8,USART1_RX,PA1,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,9,USART1_CTS,PD5,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,9,USART1_RTS,PD4,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-usart1-remap,9,USART1_RX,PC4,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-adc-etrginj-remap,0,ADC_IETR,PD1,ADC1,IETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-adc-etrginj-remap,1,ADC_IETR,PA2,ADC1,IETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-adc-etrgreg-remap,0,ADC_IN4,PD3,ADC1,IN4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-adc-etrgreg-remap,0,ADC_RETR,PD3,ADC1,RETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-adc-etrgreg-remap,1,ADC_RETR,PC2,ADC1,RETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-i2c1-remap,0,I2C_SCL,PC2,I2C1,SCL,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-i2c1-remap,0,I2C_SDA,PC1,I2C1,SDA,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-i2c1-remap,1,I2C_SCL,PD1,I2C1,SCL,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-i2c1-remap,1,I2C_SDA,PD0,I2C1,SDA,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-i2c1-remap,2,I2C_SCL,PC5,I2C1,SCL,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-i2c1-remap,2,I2C_SDA,PC6,I2C1,SDA,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-i2c1-remap,4,I2C_SCL,PB3,I2C1,SCL,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-i2c1-remap,4,I2C_SDA,PD1,I2C1,SDA,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,0,SPI_MISO,PC7,SPI1,MISO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-spi1-remap,0,SPI_MOSI,PC6,SPI1,MOSI,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-spi1-remap,0,SPI_NSS,PC1,SPI1,NSS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-spi1-remap,0,SPI_SCK,PC5,SPI1,SCK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-spi1-remap,1,SPI_MISO,PC7,SPI1,MISO,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,1,SPI_MOSI,PC6,SPI1,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,1,SPI_NSS,PC0,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,1,SPI_SCK,PC5,SPI1,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,2,SPI_MISO,PB3,SPI1,MISO,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,2,SPI_MOSI,PD3,SPI1,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,2,SPI_NSS,PC4,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,2,SPI_SCK,PD2,SPI1,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,3,SPI_MOSI,PC0,SPI1,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,3,SPI_NSS,PB0,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,3,SPI_SCK,PB1,SPI1,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,4,SPI_MISO,PD5,SPI1,MISO,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,4,SPI_MOSI,PD6,SPI1,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,4,SPI_NSS,PD3,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,4,SPI_SCK,PD4,SPI1,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,5,SPI_MOSI,PA2,SPI1,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,5,SPI_NSS,PC1,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,5,SPI_SCK,PA1,SPI1,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,6,SPI_MISO,PC7,SPI1,MISO,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-spi1-remap,6,SPI_NSS,PC4,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,0,TIM1_BKIN,PC2,TIM1,BKIN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH1,PD2,TIM1,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH1N,PD0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH2,PA1,TIM1,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH2N,PA2,TIM1,CH2N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH3,PC3,TIM1,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH3N,PD1,TIM1,CH3N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_CH4,PC4,TIM1,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,0,TIM1_ETR,PC5,TIM1,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim1-remap,1,TIM1_BKIN,PC2,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH1,PD2,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH1N,PD0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH2,PA1,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH2N,PA2,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH3,PC3,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH3N,PD1,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_CH4,PC4,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,1,TIM1_ETR,PD4,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_BKIN,PC1,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH1,PC6,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH1N,PC3,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH2,PC7,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH2N,PC4,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH3,PC0,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH3N,PD1,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_CH4,PD3,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,2,TIM1_ETR,PC5,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_BKIN,PC1,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH1,PC4,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH1N,PC3,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH2,PC7,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH2N,PD2,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH3,PC5,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH3N,PC6,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_CH4,PD4,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,3,TIM1_ETR,PC2,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_BKIN,PB3,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH1,PA3,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH1N,PA0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH2,PB0,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH2N,PA2,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH3,PB1,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH3N,PD0,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_CH4,PD1,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,4,TIM1_ETR,PD4,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_BKIN,PB3,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH1,PA3,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH1N,PA0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH2,PB0,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH2N,PA2,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH3,PC3,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH3N,PD0,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_CH4,PD1,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,5,TIM1_ETR,PD4,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_CH1,PA3,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_CH1N,PA0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_CH2,PB0,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_CH2N,PA2,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_CH3,PB1,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_CH3N,PD0,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,6,TIM1_ETR,PD4,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH1,PC4,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH1N,PC0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH2,PC5,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH2N,PC1,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH3,PC6,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH3N,PC2,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,7,TIM1_CH4,PC7,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH1,PC4,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH1N,PA3,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH2,PC5,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH2N,PB0,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH3,PC6,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH3N,PB1,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,8,TIM1_CH4,PC7,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH1,PA0,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH1N,PC0,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH2,PA1,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH2N,PC1,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH3,PA2,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH3N,PC2,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim1-remap,9,TIM1_CH4,PA3,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,0,TIM2_CH1_ETR,PD4,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim2-remap,0,TIM2_CH2,PD3,TIM2,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim2-remap,0,TIM2_CH3,PC0,TIM2,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim2-remap,0,TIM2_CH4,PD7,TIM2,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V005,afio-tim2-remap,1,TIM2_CH1_ETR,PC1,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,1,TIM2_CH2,PD3,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,1,TIM2_CH3,PC0,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,1,TIM2_CH4,PD7,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,2,TIM2_CH1_ETR,PC5,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,2,TIM2_CH2,PC2,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,2,TIM2_CH3,PD2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,2,TIM2_CH4,PC1,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,3,TIM2_CH1_ETR,PC1,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,3,TIM2_CH2,PC7,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,3,TIM2_CH3,PD6,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,3,TIM2_CH4,PD5,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,4,TIM2_CH1_ETR,PC0,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,4,TIM2_CH2,PC1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,4,TIM2_CH3,PC3,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,5,TIM2_CH1_ETR,PA0,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,5,TIM2_CH2,PA1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,5,TIM2_CH3,PA2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,5,TIM2_CH4,PA3,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,6,TIM2_CH1_ETR,PB1,TIM2,CH1_ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V005,afio-tim2-remap,6,TIM2_CH2,PA1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
